5.4810	0.0049	3.1190	-1.9862	342.4900	3.6600	-3.0443	0.0000
5.4240	-0.0013	2.8790	-1.6661	336.0240	-1.0980	-3.2154	0.0000
5.4490	0.0013	3.0230	-1.4585	330.1670	-3.9050	-3.3475	0.0000
5.4600	0.0023	2.5900	-1.3308	333.3390	-9.1510	-3.0215	0.0000
5.4000	-0.0040	2.7350	-1.0259	334.6820	-1.3420	-2.8033	0.0000
5.4780	0.0042	2.7350	-0.8734	324.9210	-5.2460	-3.1512	0.0000
5.4220	-0.0018	2.3020	-0.9897	316.5020	-16.8370	-3.4146	0.0000
5.4850	0.0047	2.8790	-0.5909	321.6260	-13.0560	-2.9876	0.0000
5.4140	-0.0029	2.3500	-0.6799	310.0350	-14.8860	-3.4178	0.0000
5.4450	0.0005	2.6380	-0.4605	322.8470	6.3450	-2.6063	0.0000
5.4650	0.0025	2.3020	-0.5907	316.8680	-4.7580	-2.7750	0.0000
5.4110	-0.0032	2.4460	-0.3674	303.6910	-6.3440	-3.2951	0.0000
5.4110	-0.0029	2.2060	-0.4482	304.3010	-18.5460	-3.0998	0.0000
5.4360	-0.0001	2.3500	-0.4166	318.3320	1.4640	-2.2433	0.0000
5.4370	0.0000	2.1090	-0.3048	297.7120	-5.9790	-3.1621	0.0000
5.4510	0.0014	2.0610	-0.5614	296.3700	-7.9310	-3.0711	0.0000
5.4900	0.0052	2.0130	-0.4492	311.9870	-6.3450	-2.1367	0.0000
5.4200	-0.0023	2.3980	-0.3446	306.7410	9.0290	-2.2922	0.0000
5.4420	0.0001	2.0130	-0.3168	307.2290	10.8590	-2.1531	0.0000
5.4130	-0.0028	2.1580	-0.3024	317.9660	5.9790	-1.5086	0.0000
5.4050	-0.0033	2.3500	-0.0792	298.9320	-7.8090	-2.3849	0.0000
5.3940	-0.0041	1.9650	-0.2321	294.7840	-12.4450	-2.4731	0.0000
5.4130	-0.0018	1.9170	-0.2120	313.4510	-4.5150	-1.4161	0.0000
5.4080	-0.0021	1.8690	-0.2020	308.2050	9.2730	-1.6076	0.0000
5.4150	-0.0012	2.3020	0.0435	308.2050	13.4210	-1.5272	0.0000
5.4170	-0.0009	1.9650	-0.1948	306.3740	-7.0770	-1.5424	0.0000
5.4030	-0.0022	2.4460	0.1191	296.2470	-11.9580	-1.9716	0.0000
5.4000	-0.0023	2.0130	-0.0129	304.9100	-3.2950	-1.4399	0.0000
5.4080	-0.0012	2.1580	-0.1025	292.0990	-14.2750	-2.0084	0.0000
5.3930	-0.0026	1.9650	-0.0512	307.4720	11.2250	-1.1394	0.0000
5.4280	0.0011	1.8690	-0.0496	306.4970	1.5870	-1.1311	0.0000
5.4070	-0.0011	1.6290	-0.1448	311.2550	19.1560	-0.8367	0.0000
5.4480	0.0031	1.9650	-0.2409	302.2260	-5.2460	-1.2463	0.0000
5.4380	0.0018	1.9170	-0.1445	301.0060	-5.4910	-1.2450	0.0000
5.4030	-0.0019	2.0130	-0.2887	296.2480	-15.0070	-1.4206	0.0000
5.4060	-0.0014	1.9650	-0.1684	285.3880	-16.8380	-1.8926	0.0000
5.4620	0.0044	1.6290	-0.3487	299.4200	-1.5860	-1.0964	0.0000
5.4720	0.0049	1.9170	-0.1983	297.4680	1.2200	-1.1392	0.0000
5.4160	-0.0012	1.8210	-0.1232	297.5900	12.2020	-1.0761	0.0000
5.4250	-0.0001	1.9650	0.1064	272.8220	-26.5980	-2.2607	0.0000
5.4540	0.0028	1.8210	-0.0188	275.3840	-22.0840	-2.0196	0.0000
5.4290	0.0000	1.7250	-0.1054	282.5820	-15.0080	-1.5587	0.0000
5.4480	0.0019	1.7250	-0.1967	282.7040	9.8820	-1.4746	0.0000
5.4620	0.0031	1.4360	-0.3628	271.1130	-4.2710	-1.9805	0.0000
5.4050	-0.0029	1.8210	-0.0854	266.5990	-15.9830	-2.1071	0.0000
5.4120	-0.0019	1.7730	-0.1147	273.7980	-8.9060	-1.6418	0.0000
5.4380	0.0009	2.1090	0.0866	270.5030	-0.6100	-1.7245	0.0000
5.4420	0.0012	1.6290	-0.1247	264.2810	-2.3180	-1.9494	0.0000
5.4810	0.0050	1.8210	-0.0623	275.1400	1.3420	-1.3089	0.0000
5.4260	-0.0010	1.6770	-0.0552	278.3120	7.8090	-1.0849	0.0000
5.3950	-0.0040	1.4360	-0.1721	273.4310	9.1500	-1.2747	0.0000
5.4300	-0.0001	1.9650	0.1785	258.5460	-16.5940	-1.9552	0.0000
5.4610	0.0030	1.5320	-0.0553	267.2090	-11.1030	-1.4243	0.0000
5.4020	-0.0032	1.6290	-0.0996	279.5320	6.1010	-0.7369	0.0000
5.4660	0.0035	1.3880	-0.4103	283.0710	24.5250	-0.5231	0.0000
5.4030	-0.0031	1.5810	-0.2292	284.9010	17.6920	-0.4055	0.0000
5.4060	-0.0025	2.0610	0.0054	270.6260	-8.9060	-1.0990	0.0000
5.4240	-0.0005	1.5320	-0.0698	284.1690	1.0980	-0.3669	0.0000
5.4480	0.0020	1.7730	0.1336	281.9730	-2.9280	-0.4583	0.0000
5.3910	-0.0039	1.4360	-0.1977	267.5760	-3.0500	-1.1553	0.0000
5.4380	0.0012	1.4360	-0.1468	281.3630	-2.8060	-0.4081	0.0000
5.4540	0.0027	1.4360	-0.1699	275.3840	-6.5890	-0.6867	0.0000
5.4800	0.0050	1.2920	-0.1330	268.4290	0.8530	-1.0001	0.0000
5.4330	-0.0002	1.2920	-0.2110	269.5280	-11.8350	-0.8951	0.0000
5.4230	-0.0012	1.4360	-0.4180	272.8220	-2.5620	-0.6857	0.0000
5.4300	-0.0004	1.1960	-0.3770	266.2340	-2.1950	-0.9808	0.0000
5.4440	0.0011	1.6290	-0.2605	264.5250	-5.0030	-1.0172	0.0000
5.4390	0.0005	1.3880	-0.1542	261.2310	-11.5910	-1.1311	0.0000
5.4160	-0.0019	1.4840	-0.0531	267.2100	0.9760	-0.7756	0.0000
5.4030	-0.0030	1.3880	-0.0506	261.3530	-3.1720	-1.0296	0.0000
5.3980	-0.0032	1.5320	0.0947	251.5930	-9.6380	-1.4661	0.0000
5.4360	0.0009	1.4360	0.1194	254.5210	-12.6890	-1.2464	0.0000
5.4540	0.0026	1.3880	0.0357	254.8870	-6.4660	-1.1658	0.0000
5.4000	-0.0030	1.6290	0.2343	253.7890	2.1960	-1.1624	0.0000
5.4240	-0.0003	1.4360	0.0207	264.6480	10.1270	-0.5614	0.0000
5.4280	0.0001	1.2920	-0.0377	270.2600	15.3730	-0.2527	0.0000
5.3630	-0.0064	1.2440	-0.1388	247.4440	-6.3450	-1.3809	0.0000
5.4310	0.0010	1.1480	-0.1894	259.5240	-5.1240	-0.7078	0.0000
5.4290	0.0007	1.3400	-0.1907	258.4250	-11.8350	-0.7274	0.0000
5.4150	-0.0007	1.5320	-0.0474	256.4730	9.0290	-0.7886	0.0000
5.4340	0.0012	1.0520	-0.1917	246.2240	-13.3000	-1.2616	0.0000
5.3870	-0.0036	1.6770	-0.0718	255.3750	-3.0500	-0.7410	0.0000
5.4430	0.0024	1.5320	0.0121	260.6210	4.1480	-0.4416	0.0000
5.4110	-0.0011	1.4360	0.0780	251.5920	5.3680	-0.8710	0.0000
5.4050	-0.0016	1.4360	0.1350	257.2050	1.8300	-0.5468	0.0000
5.4350	0.0016	1.3880	0.1875	258.5470	-2.0740	-0.4524	0.0000
5.4020	-0.0019	1.5320	0.1898	251.3480	-0.2440	-0.7897	0.0000
5.3990	-0.0020	1.5810	0.1194	256.4730	-0.7320	-0.4940	0.0000
5.4050	-0.0012	1.6770	0.3722	245.3700	-13.1770	-1.0244	0.0000
5.4150	-0.0001	1.4840	0.0896	261.8410	10.4930	-0.1496	0.0000
5.4410	0.0025	1.2440	-0.0992	245.3700	-11.1030	-0.9657	0.0000
5.3940	-0.0024	1.5320	-0.0016	245.0030	-0.3670	-0.9358	0.0000
5.4000	-0.0016	1.2440	-0.0968	240.8550	-20.9860	-1.0964	0.0000
5.4100	-0.0004	1.3880	-0.0484	243.9060	-1.4640	-0.8890	0.0000
5.3990	-0.0015	0.9550	-0.3127	240.9770	-4.0260	-0.9910	0.0000
5.4020	-0.0010	1.3880	-0.2529	238.0490	-2.8060	-1.0879	0.0000
5.4090	-0.0002	1.3880	-0.2709	252.0800	8.1740	-0.3319	0.0000
5.4010	-0.0010	1.2440	-0.2555	251.4700	10.4930	-0.3458	0.0000
5.4470	0.0037	1.1960	-0.1517	249.2740	11.2250	-0.4383	0.0000
5.4070	-0.0007	1.3400	-0.1719	253.6660	1.5860	-0.1968	0.0000
5.4650	0.0052	1.3880	-0.0139	247.9320	-3.5380	-0.4737	0.0000
5.4110	-0.0007	1.3880	-0.0070	242.4410	-6.8330	-0.7245	0.0000
5.4190	0.0001	1.3400	0.1890	262.6950	9.0290	0.3244	0.0000
5.4050	-0.0013	1.4840	0.1425	258.3030	10.3710	0.0886	0.0000
5.4740	0.0058	1.5810	0.1678	255.2520	12.8110	-0.0684	0.0000
5.4180	-0.0004	1.4360	0.1799	242.1970	-20.4980	-0.7177	0.0000
5.4510	0.0029	1.5330	0.2584	242.9290	-15.3740	-0.6453	0.0000
5.4880	0.0063	1.5810	0.2497	259.6450	4.3930	0.2228	0.0000
5.4310	0.0000	1.5810	0.2214	257.6930	15.4960	0.1141	0.0000
5.4430	0.0012	1.0520	-0.0573	241.4650	-1.4640	-0.7030	0.0000
5.4490	0.0017	1.5810	0.0918	248.0540	-11.5910	-0.3384	0.0000
5.4210	-0.0013	1.1480	-0.1221	247.4440	-10.2490	-0.3520	0.0000
5.4770	0.0044	1.4360	-0.1335	250.1280	8.6630	-0.2002	0.0000
5.4270	-0.0010	1.6770	0.0537	252.2020	4.1480	-0.0865	0.0000
5.4620	0.0026	1.0040	-0.2376	249.5180	2.0740	-0.2164	0.0000
5.4030	-0.0036	1.3880	-0.2153	242.9300	-7.1980	-0.5350	0.0000
5.4130	-0.0022	1.5810	-0.1077	256.5950	4.3930	0.1750	0.0000
5.4400	0.0007	1.2920	0.0662	232.4370	-17.0810	-1.0416	0.0000
5.4770	0.0043	1.5330	0.0091	244.7600	1.8300	-0.3734	0.0000
5.4210	-0.0017	0.9550	-0.0920	229.9960	-26.5990	-1.0929	0.0000
5.4230	-0.0013	1.2920	-0.1180	245.1260	12.6890	-0.2818	0.0000
5.4550	0.0020	0.9550	-0.4200	245.7360	0.9760	-0.2372	0.0000
5.4020	-0.0035	1.5330	0.0545	247.6880	17.6920	-0.1277	0.0000
5.4400	0.0007	1.5810	0.1238	237.0730	-8.0530	-0.6521	0.0000
5.4200	-0.0014	0.9550	-0.2511	229.8740	-15.8620	-0.9794	0.0000
5.4040	-0.0029	1.3400	-0.1016	242.1970	-5.4910	-0.3143	0.0000
5.4070	-0.0023	1.1000	-0.2673	238.5370	1.4640	-0.4816	0.0000
5.4370	0.0009	1.3400	0.0589	224.3840	-5.4900	-1.1652	0.0000
5.4010	-0.0027	1.4840	0.1254	239.7570	-2.4400	-0.3383	0.0000
5.4710	0.0045	1.8210	0.4957	236.3410	-2.1960	-0.4921	0.0000
5.4230	-0.0007	1.2440	0.1034	231.5820	7.1980	-0.7055	0.0000
5.4490	0.0019	1.3880	-0.0448	239.5130	-0.2440	-0.2737	0.0000
5.4650	0.0034	1.1960	0.0981	244.7600	8.4190	0.0024	0.0000
5.4110	-0.0024	1.0520	-0.0950	220.4790	-11.1030	-1.2118	0.0000
5.4410	0.0009	1.0520	-0.0715	230.2400	-9.2730	-0.6632	0.0000
5.4080	-0.0025	1.1000	-0.1557	233.4130	-11.3470	-0.4713	0.0000
5.4400	0.0009	1.2920	-0.1739	227.6780	7.1990	-0.7345	0.0000
5.4590	0.0027	1.3880	-0.3034	234.3890	4.1490	-0.3623	0.0000
5.4580	0.0024	1.1000	-0.2237	228.0440	-5.3690	-0.6614	0.0000
5.4000	-0.0037	0.9550	-0.3284	229.1420	1.4640	-0.5734	0.0000
5.4470	0.0014	1.6290	0.0523	234.1450	-0.2440	-0.2946	0.0000
5.4310	-0.0003	1.1480	0.0742	227.0680	-0.9760	-0.6337	0.0000
5.4210	-0.0013	1.1960	0.1091	239.0250	9.8830	-0.0042	0.0000
5.4230	-0.0010	1.2920	0.1505	238.1710	4.0260	-0.0467	0.0000
5.4160	-0.0016	1.2920	0.0753	234.8770	7.8090	-0.2090	0.0000
5.4200	-0.0010	1.2920	-0.0104	226.4580	-12.5670	-0.6195	0.0000
5.4450	0.0016	1.3880	0.1388	246.5900	8.4190	0.4180	0.0000
5.3870	-0.0044	1.3880	0.2859	240.1230	5.2460	0.0738	0.0000
5.4170	-0.0009	1.0520	-0.1455	233.0470	6.5890	-0.2837	0.0000
5.4130	-0.0012	1.2920	-0.0008	227.9220	-18.6680	-0.5258	0.0000
5.4040	-0.0020	1.2440	0.0236	230.8500	-9.2730	-0.3531	0.0000
5.4260	0.0004	1.0040	-0.1322	236.5850	3.5380	-0.0487	0.0000
5.4530	0.0030	1.1000	-0.1621	224.1400	-3.7820	-0.6685	0.0000
5.4010	-0.0025	1.2440	-0.1050	218.1610	-12.6890	-0.9340	0.0000
5.4090	-0.0014	1.1960	-0.1485	234.1450	-2.4400	-0.0881	0.0000
5.3970	-0.0025	1.1960	-0.1703	240.6110	16.4710	0.2396	0.0000
5.4080	-0.0011	1.1480	-0.0371	234.5110	16.3500	-0.0774	0.0000
5.4060	-0.0012	1.1960	-0.0666	235.8530	1.7080	-0.0064	0.0000
5.4010	-0.0016	1.1000	-0.1053	219.9910	-20.6200	-0.7992	0.0000
5.4100	-0.0005	1.1000	-0.0046	226.8240	-7.6870	-0.4176	0.0000
5.3920	-0.0023	0.8110	-0.1468	221.5770	-14.2760	-0.6591	0.0000
5.4230	0.0010	1.4360	0.0226	236.0970	16.1060	0.0999	0.0000
5.4140	0.0000	1.4360	0.1313	219.9910	-6.8330	-0.7104	0.0000
5.4210	0.0007	0.9550	-0.0549	231.4600	9.8830	-0.1014	0.0000
5.3750	-0.0039	1.0040	-0.0994	230.4840	-5.6130	-0.1452	0.0000
5.4410	0.0031	1.1480	-0.0737	223.7740	3.7830	-0.4734	0.0000
5.4320	0.0019	1.1000	-0.0369	236.9510	5.4910	0.2091	0.0000
5.4100	-0.0005	1.0520	-0.0424	227.6780	-2.8060	-0.2650	0.0000
5.4360	0.0021	1.3400	0.2433	219.2590	-4.5150	-0.6727	0.0000
5.4350	0.0018	0.9550	-0.1189	215.7210	-21.2300	-0.8160	0.0000
5.4620	0.0043	1.1000	-0.2274	212.9150	-14.7630	-0.9155	0.0000
5.4030	-0.0020	1.1000	-0.0412	210.9630	-8.2960	-0.9673	0.0000
5.4610	0.0040	1.2920	0.1234	216.2090	0.4880	-0.6566	0.0000
5.4100	-0.0015	1.0520	0.0137	217.0630	4.1480	-0.5811	0.0000
5.4290	0.0005	1.3880	0.1508	212.4270	1.4640	-0.7838	0.0000
5.4160	-0.0008	1.0520	0.0754	205.9600	-10.2490	-1.0680	0.0000
5.4170	-0.0006	1.4360	0.0857	209.8640	-7.1990	-0.8194	0.0000
5.4540	0.0031	1.6290	0.3799	211.4500	-0.9770	-0.6991	0.0000
5.4050	-0.0021	0.9550	0.1174	224.1400	18.1800	-0.0297	0.0000
5.4310	0.0007	1.3880	0.2027	207.1800	-2.6840	-0.8762	0.0000
5.4650	0.0041	1.1000	0.0054	224.9940	13.5440	0.0583	0.0000
5.4120	-0.0016	1.3880	0.1707	211.0840	-13.0560	-0.6401	0.0000
5.4480	0.0021	1.1480	-0.0347	209.7420	2.5620	-0.6752	0.0000
5.4930	0.0064	0.9550	-0.0658	215.1100	-9.8840	-0.3730	0.0000
5.4480	0.0013	1.1480	-0.1769	207.9120	-3.1720	-0.7143	0.0000
5.4000	-0.0037	0.9550	-0.4255	201.3230	-8.4190	-1.0080	0.0000
5.4590	0.0026	1.2920	-0.0442	222.9190	7.8090	0.1222	0.0000
5.4090	-0.0027	1.0040	-0.2141	211.5720	3.6600	-0.4513	0.0000
5.4220	-0.0011	1.0520	-0.1311	214.5000	13.1770	-0.2823	0.0000
5.3940	-0.0038	0.9070	-0.3060	204.7390	-18.1800	-0.7562	0.0000
5.4030	-0.0025	1.0040	-0.2250	221.2110	9.6390	0.1052	0.0000
