5.4810	0.0043	52.8940	-3.8496	381.7770	-3.2940	-0.8137	0				
5.4650	0.0023	52.2200	-3.6563	370.0640	-18.0580	-1.3586	0				
5.4480	0.0004	52.1240	-3.4152	380.5570	1.5860	-0.7660	0				
5.4260	-0.0019	50.5370	-3.7756	367.7450	-14.0320	-1.3683	0				
5.4120	-0.0031	49.5750	-4.0763	377.7500	7.6860	-0.7997	0				
5.4840	0.0044	48.7580	-5.2361	376.7740	-3.7830	-0.8085	0				
5.4780	0.0034	48.8060	-5.4071	385.1930	17.4480	-0.3471	0				
5.4610	0.0014	48.1320	-5.3730	392.5140	14.7640	0.0363	0				
5.4420	-0.0007	46.9780	-5.6445	382.1430	5.3690	-0.4841	0				
5.4280	-0.0020	45.8240	-6.0203	383.6070	-1.5860	-0.3867	0				
5.4050	-0.0041	46.8340	-5.6551	375.9210	-16.5930	-0.7516	0				
5.4880	0.0046	46.9780	-4.6071	372.5040	-9.6390	-0.8849	0				
5.4700	0.0023	44.5740	-4.8040	377.1400	-6.4670	-0.6089	0				
5.4480	-0.0001	44.7660	-4.3980	372.5040	-3.4170	-0.8102	0				
5.4300	-0.0019	43.1310	-5.0365	374.4550	1.9510	-0.6722	0				
5.4060	-0.0041	43.2750	-4.9468	383.8500	6.7100	-0.1688	0				
5.4060	-0.0037	41.6880	-5.1184	379.5790	7.0750	-0.3739	0				
5.4900	0.0051	41.6400	-4.6512	372.6250	-1.8300	-0.7029	0				
5.4730	0.0029	41.7360	-4.8746	383.9710	0.1210	-0.1005	0				
5.4570	0.0010	40.3420	-5.7553	384.0940	4.5150	-0.0893	0				
5.4410	-0.0007	38.4180	-5.9556	369.2080	-3.4170	-0.8291	0				
5.4180	-0.0029	39.0910	-5.8153	360.5450	-23.4260	-1.2208	0				
5.4490	0.0005	37.9850	-5.4807	375.6750	-8.4190	-0.4033	0				
5.4360	-0.0009	36.9270	-5.9143	385.5580	16.3500	0.1110	0				
5.4110	-0.0033	35.2920	-6.1552	375.5530	15.0080	-0.3948	0				
5.4880	0.0047	35.2440	-6.2756	370.9170	-4.7580	-0.6068	0				
5.4620	0.0017	34.9550	-6.5283	364.9390	-20.6190	-0.8754	0				
5.4360	-0.0011	35.7730	-5.5486	365.6710	-9.8820	-0.7950	0				
5.4000	-0.0046	34.1380	-4.9143	365.6710	-5.2460	-0.7553	0				
5.4230	-0.0018	31.9740	-6.0157	358.9610	-5.9780	-1.0530	0				
5.4020	-0.0038	30.6750	-6.6628	373.3580	7.6870	-0.2805	0				
5.4100	-0.0026	32.0700	-5.7599	362.1330	-3.5380	-0.8277	0				
5.4540	0.0021	30.3390	-5.3565	361.4010	2.4400	-0.8229	0				
5.4120	-0.0023	27.9340	-6.3332	351.6400	-21.7180	-1.2698	0				
5.4270	-0.0006	26.2990	-7.4946	352.2500	-9.8830	-1.1759	0				
5.4000	-0.0032	26.6360	-8.3158	369.8200	8.4190	-0.2386	0				
5.4000	-0.0029	26.0580	-8.1979	348.3460	-3.2940	-1.3003	0				
5.4070	-0.0019	24.7120	-7.7300	345.4180	-6.8320	-1.3817	0				
5.4120	-0.0012	23.7980	-7.3035	344.3200	-25.5000	-1.3675	0				
5.4340	0.0011	23.7020	-7.8357	361.4020	13.0560	-0.4451	0				
5.4200	-0.0004	22.9320	-7.6214	359.5710	14.1530	-0.5144	0				
5.4070	-0.0017	23.7020	-5.9267	353.7150	9.3950	-0.7814	0				
