5.4450	-0.0016	25.5290	3.6246	104.9340	-1.7080	0.0832	0.00												
5.4220	-0.0038	18.4120	-4.2232	115.1820	3.2930	0.5915	0.00												
5.4220	-0.0034	18.3160	0.6059	108.5940	12.2010	0.2325	0.00												
5.4320	-0.0020	11.7750	-6.2856	114.5720	9.6380	0.5198	0.00												
5.4140	-0.0036	6.7260	-13.9873	109.4480	-5.7340	0.2376	0.00												
5.4080	-0.0039	7.1100	-11.7066	106.2750	-2.3190	0.0670	0.00												
5.4240	-0.0019	11.8230	-4.9158	94.1960	-20.3760	-0.5403	0.00												
5.3970	-0.0044	6.7260	-8.7334	107.4960	-1.9520	0.1518	0.00												
5.3990	-0.0038	4.2730	-14.9947	94.9280	-11.3470	-0.4842	0.00												
5.3970	-0.0036	3.3110	-15.0479	105.9090	11.7130	0.0890	0.00												
5.4080	-0.0021	2.8300	-15.2669	89.0720	-18.4240	-0.7573	0.00												
5.4140	-0.0013	3.3590	-11.8415	85.5330	-9.3950	-0.8964	0.00												
5.4040	-0.0022	3.5030	-7.5322	98.4660	-7.4430	-0.2049	0.00												
5.4060	-0.0018	3.1670	-5.7376	104.3230	15.2510	0.0982	0.00												
5.4100	-0.0012	2.8300	-7.3653	103.5910	18.0580	0.0567	0.00												
5.4460	0.0025	2.3970	-5.8472	86.6310	-11.8350	-0.7941	0.00												
5.4470	0.0024	2.3490	-3.8856	88.0950	-16.2280	-0.6812	0.00												
5.4400	0.0014	2.2050	-2.4958	96.2700	-7.3210	-0.2384	0.00												
5.4120	-0.0015	1.9160	-1.7049	86.0210	-0.6100	-0.7390	0.00												
5.4280	0.0002	1.6760	-1.6939	87.9730	-0.1220	-0.6044	0.00												
5.4270	0.0001	1.4840	-1.8565	87.4850	-8.7850	-0.5986	0.00												
5.4330	0.0007	1.4360	-1.7937	91.3900	5.3690	-0.3734	0.00												
5.4200	-0.0007	1.4360	-1.5939	78.2130	-9.7600	-1.0136	0.00												
5.4440	0.0018	1.2910	-1.3499	89.8040	2.3190	-0.3834	0.00												
5.4150	-0.0013	1.9650	-0.8670	97.3680	5.9780	0.0140	0.00												
5.4130	-0.0013	1.9170	-0.5775	81.6290	3.4160	-0.7736	0.00												
5.3920	-0.0033	2.0610	-0.2162	90.2920	0.4880	-0.3018	0.00												
5.4070	-0.0015	1.8200	-0.0361	91.3900	-5.9780	-0.2318	0.00												
5.4080	-0.0012	37.1190	17.7994	98.1010	16.4720	0.1153	0.00												
5.3920	-0.0027	14.7090	15.5362	107.1290	16.8370	0.5610	0.00												
5.4120	-0.0004	15.7670	14.9336	112.3760	20.9860	0.7953	0.00												
5.4130	-0.0003	24.6640	19.1533	109.5690	11.4680	0.6151	0.00												
5.4450	0.0029	32.2140	24.7012	103.4690	-3.6600	0.2794	0.00												
5.4500	0.0031	28.7990	25.7916	109.4470	-2.9290	0.5643	0.00												
5.4860	0.0064	16.5360	20.1333	99.5640	-10.0050	0.0420	0.00												
5.4810	0.0053	9.3230	13.8181	99.8080	-3.6610	0.0521	0.00												
5.4900	0.0057	12.2560	-5.5224	98.9540	-10.4930	0.0068	0.00												
5.4820	0.0043	9.4190	-5.4062	115.1820	15.6180	0.8178	0.00												
5.4560	0.0013	12.7850	-4.1941	105.7870	5.9790	0.3072	0.00												
5.4110	-0.0034	11.6310	-8.6136	108.8370	9.8830	0.4443	0.00												
5.4060	-0.0035	17.6900	-11.5688	109.2030	-5.9790	0.4404	0.00												
5.4010	-0.0037	22.3550	-9.0064	101.6380	-4.1490	0.0401	0.00												
5.4060	-0.0028	22.2590	-1.6417	106.0310	-2.8060	0.2578	0.00												
5.4040	-0.0027	18.5080	3.7717	107.0070	-2.1960	0.2937	0.00												
5.4060	-0.0023	9.9960	0.7558	97.8560	-3.7820	-0.1785	0.00												
5.4140	-0.0012	13.6020	2.4694	99.8080	-6.2230	-0.0720	0.00												
5.4060	-0.0019	16.6320	3.1582	115.3030	8.2960	0.7063	0.00												
5.4010	-0.0022	18.8930	5.2101	109.9350	12.0790	0.4026	0.00												
5.4080	-0.0013	16.8730	2.1966	98.2220	-1.5860	-0.2032	0.00												
5.4290	0.0009	11.1020	-4.5282	93.4630	-21.8400	-0.4310	0.00												
5.4080	-0.0013	10.0920	-8.3476	99.0760	-10.8590	-0.1288	0.00												
5.4070	-0.0012	9.5630	-8.6463	95.2930	-2.9290	-0.3115	0.00												
5.4110	-0.0007	8.3120	-5.1652	101.7600	8.2970	0.0275	0.00												
5.4720	0.0055	7.2060	-5.7806	105.9080	6.8320	0.2335	0.00												
5.4320	0.0009	6.9180	-7.7473	105.7860	10.4930	0.2157	0.00												
5.4070	-0.0017	7.4950	-9.5726	98.8310	-2.9290	-0.1428	0.00												
5.4070	-0.0015	6.4850	-9.9803	94.5610	-11.3470	-0.3492	0.00												
5.4140	-0.0007	9.3220	-5.8802	103.7120	-2.0740	0.1258	0.00												
5.4140	-0.0006	11.4380	-2.2671	106.7620	7.9310	0.2720	0.00												
5.4080	-0.0011	11.1500	-0.3400	102.4910	7.9300	0.0449	0.00												
5.4080	-0.0010	14.8050	3.0765	110.5440	6.8320	0.4453	0.00												
5.4200	0.0003	15.5740	5.7222	102.4910	-4.2710	0.0204	0.00												
5.3940	-0.0023	14.3720	6.5881	101.3930	-1.0980	-0.0355	0.00												
5.4110	-0.0004	28.5110	13.8021	104.4430	-6.1010	0.1187	0.00												
5.4320	0.0017	9.8030	8.5600	95.6580	-6.8330	-0.3265	0.00												
5.4020	-0.0014	22.9320	11.0850	102.2470	0.8540	0.0193	0.00												
5.4160	0.0001	9.4180	4.5325	107.8600	3.4170	0.2990	0.00												
5.4110	-0.0004	15.8630	4.6228	102.0030	6.3450	-0.0088	0.00												
5.3930	-0.0022	14.1790	1.9984	110.7880	8.5410	0.4309	0.00												
5.4240	0.0011	21.8260	4.1252	97.0000	-10.8600	-0.2801	0.00												
5.4160	0.0002	15.7670	2.7601	108.8350	6.8320	0.3257	0.00												
5.4430	0.0029	19.6620	-3.0445	108.8350	-1.9530	0.3094	0.00												
5.4160	-0.0001	12.9770	0.0648	100.7830	3.7830	-0.1087	0.00												
5.4050	-0.0012	24.9520	1.0424	90.7780	-18.0570	-0.6035	0.00												
5.4040	-0.0012	13.4580	2.5412	99.4400	-9.3950	-0.1402	0.00												
5.3930	-0.0021	20.9120	3.7951	96.7560	-4.0270	-0.2674	0.00												
5.3890	-0.0023	15.9110	2.7635	96.1460	5.3680	-0.2845	0.00												
5.3960	-0.0014	15.5740	-1.7442	98.7080	-0.7320	-0.1422	0.00												
5.4410	0.0032	11.7750	-2.8681	87.6050	-9.1510	-0.6902	0.00												
5.4350	0.0023	22.4990	-0.0156	93.9490	-2.1970	-0.3385	0.00												
5.4640	0.0050	21.1530	4.0802	100.2940	1.5860	-0.0043	0.00												
5.4270	0.0008	12.5440	-4.1639	89.1910	1.5860	-0.5593	0.00												
5.4070	-0.0013	18.3150	0.3466	99.9280	5.9790	0.0055	0.00												
5.3920	-0.0027	19.2770	-0.6442	95.9010	-4.3930	-0.1961	0.00												
5.4270	0.0011	16.3430	-0.1061	88.7030	-0.4880	-0.5462	0.00												
5.4100	-0.0007	15.9110	0.1154	106.2720	6.3440	0.3596	0.00												
5.4140	-0.0002	16.5840	2.4622	98.5860	2.6850	-0.0427	0.00												
5.3980	-0.0018	13.9390	-3.0489	95.5350	6.8320	-0.1931	0.00												
5.3970	-0.0017	10.7170	-6.7424	101.2700	-5.0020	0.1033	0.00												
5.4030	-0.0010	10.0920	-4.5972	98.3420	-0.2440	-0.0483	0.00												
5.4270	0.0015	9.1300	-6.8911	89.5570	-5.9780	-0.4851	0.00												
5.4140	0.0001	9.1780	-8.4951	83.9440	-17.3260	-0.7415	0.00												
5.4380	0.0025	10.1400	-7.3490	81.9920	-16.3500	-0.8020	0.00												
5.4080	-0.0008	9.2740	-6.9930	85.7740	-3.7830	-0.5728	0.00												
5.4160	0.0001	8.6490	-7.4640	92.7290	8.7850	-0.1964	0.00												
5.4120	-0.0003	8.2640	-6.5695	75.0370	-6.9550	-1.0712	0.00												
5.4330	0.0018	7.3020	-4.9923	79.6740	-6.1000	-0.7858	0.00												
5.4320	0.0015	8.8890	-3.0976	79.0640	-13.6650	-0.7770	0.00												
5.3960	-0.0022	7.4950	-2.3663	88.0930	13.0560	-0.2867	0.00												
5.4040	-0.0012	31.9730	10.2143	94.3150	14.6410	0.0387	0.00												
5.4390	0.0024	18.1710	9.1227	94.5590	15.4950	0.0490	0.00												
5.4300	0.0013	18.3630	9.1058	92.7290	4.6360	-0.0450	0.00												
5.4280	0.0010	20.0950	10.2759	95.9010	1.5860	0.1159	0.00												
5.4120	-0.0007	21.2970	11.6545	94.5590	0.0000	0.0430	0.00												
5.4270	0.0008	22.4510	13.4017	104.1980	11.4690	0.5228	0.00												
5.4510	0.0032	25.0480	14.7804	99.4390	3.5380	0.2587	1.00												
5.4400	0.0017	29.2800	18.2827	111.7620	17.2030	0.8619	1.00												
5.4160	-0.0008	32.4540	9.3818	101.1470	-3.0510	0.2881	0.00
5.4400	0.0017	29.2800	18.2827	111.7620	17.2030	0.8619	1.00
5.4400	0.0017	29.2800	18.2827	111.7620	17.2030	0.8619	1.00
5.4400	0.0017	29.2800	18.2827	111.7620	17.2030	0.8619	1.00
5.4400	0.0017	29.2800	18.2827	111.7620	17.2030	0.8619	1.00
5.4400	0.0017	29.2800	18.2827	111.7620	17.2030	0.8619	1.00												
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
