5.4790	0.0044	-0.1990	0.0792	405.6890	-0.8540	-1.7716	0.0000
5.3950	-0.0045	-0.2950	0.1601	393.2430	3.7820	-2.3053	0.0000
5.3560	-0.0079	-0.2950	0.1281	393.6090	7.0760	-2.1718	0.0000
5.4320	0.0005	-0.2950	0.0160	376.5270	-29.1620	-2.9173	0.0000
5.4560	0.0028	-0.4880	-0.1125	396.5370	3.2940	-1.7709	0.0000
5.4650	0.0034	-0.3910	-0.0322	395.9270	2.3180	-1.7129	0.0000
5.4000	-0.0034	0.1380	0.2484	394.0970	17.5700	-1.7187	0.0000
5.4120	-0.0019	-0.4390	0.1242	381.2860	-15.2510	-2.2733	0.0000
5.3910	-0.0038	-0.4880	-0.0824	375.1850	-20.7420	-2.4647	0.0000
5.4450	0.0020	-0.3430	-0.0652	388.4850	-5.6120	-1.6765	0.0000
5.3960	-0.0031	-0.3910	-0.0806	366.1570	-15.1290	-2.7091	0.0000
5.3710	-0.0053	-0.2950	-0.0403	372.3790	-2.8060	-2.2625	0.0000
5.3910	-0.0028	-0.3910	0.0283	367.6210	-20.8640	-2.3873	0.0000
5.4590	0.0043	-0.4880	-0.0343	372.6240	6.4670	-2.0178	0.0000
5.4110	-0.0009	-0.5360	-0.3542	371.4040	-0.9750	-1.9779	0.0000
5.4810	0.0062	-0.1510	-0.0331	374.5760	6.9550	-1.7204	0.0000
5.3960	-0.0029	-0.1510	0.1520	367.7430	-4.8810	-1.9760	0.0000
5.4790	0.0057	-0.3910	0.0520	371.7700	0.3660	-1.6759	0.0000
5.4280	0.0000	-0.3430	0.0500	356.2740	-18.3020	-2.3669	0.0000
5.4340	0.0006	-0.2950	0.0250	351.8820	-15.8610	-2.4681	0.0000
5.4620	0.0033	-0.2950	0.0605	354.2000	-17.5700	-2.2288	0.0000
5.4350	0.0003	0.0410	0.2947	344.3170	-11.9570	-2.6115	0.0000
5.4210	-0.0011	-0.1510	0.3399	355.6640	3.7820	-1.9136	0.0000
5.4100	-0.0021	-0.1030	0.1939	345.4150	-8.7850	-2.3304	0.0000
