5.4220	0.0002	49.5760	-6.3216	318.9380	-4.1480	-0.5156	0.00 												
5.4020	-0.0018	49.3350	-5.6858	327.7220	13.1770	-0.0506	0.00 												
5.4410	0.0023	48.9980	-5.0314	315.5210	-3.6610	-0.6582	0.00 												
5.4390	0.0019	47.8920	-5.7382	329.4310	10.4930	0.0703	0.00 												
5.4090	-0.0013	48.8060	-4.2396	312.5930	-15.1290	-0.7752	0.00 												
5.4580	0.0037	47.0750	-4.8128	313.9350	-1.5860	-0.6693	0.00 												
5.4260	0.0001	46.1130	-4.7389	315.1550	-14.2760	-0.5748	0.00 												
5.4000	-0.0025	43.8050	-5.5674	326.0140	13.4210	-0.0031	0.00 												
5.4160	-0.0006	44.4300	-5.3567	327.6000	13.6650	0.0763	0.00 												
5.4240	0.0002	41.6410	-6.5254	307.4680	-7.6870	-0.9341	0.00 												
5.4360	0.0014	42.1210	-6.7012	305.5160	-20.4980	-0.9850	0.00 												
5.4020	-0.0021	40.5340	-7.0296	320.4020	-7.1980	-0.1914	0.00 												
5.3910	-0.0030	40.6790	-7.5783	310.0310	2.5630	-0.7004	0.00 												
5.4180	0.0000	40.1020	-7.2756	321.0120	15.4960	-0.1164	0.00 												
5.4600	0.0042	38.4670	-7.4608	309.4210	-10.9810	-0.6901	0.00 												
5.4180	-0.0004	37.6970	-6.7844	337.8490	27.8180	0.7658	0.00 												
5.3910	-0.0031	37.2160	-6.9992	306.6140	-14.3980	-0.8342	0.00 												
5.4140	-0.0005	36.2060	-6.2171	330.5280	21.1070	0.4032	0.00 												
5.4060	-0.0012	35.1960	-6.5711	305.3940	-32.4550	-0.8737	0.00 												
5.4000	-0.0017	33.4650	-6.8200	313.8130	7.1990	-0.4090	0.00 												
5.4030	-0.0012	33.0320	-7.2335	312.2270	-18.3010	-0.4679	0.00 												
5.3910	-0.0023	32.9840	-7.1758	319.4250	14.0310	-0.0846	0.00 												
5.4160	0.0004	30.5800	-7.5314	309.7860	-4.0270	-0.5623	0.00 												
5.4240	0.0012	30.0990	-7.5647	322.4760	10.2490	0.1003	0.00 												
5.3790	-0.0034	29.9540	-7.4133	301.1230	-18.3020	-0.9724	0.00 												
5.4090	-0.0001	30.1950	-6.7122	307.9560	-1.8300	-0.5821	0.00 												
5.4090	-0.0001	27.0690	-7.4196	314.5450	-7.9310	-0.2235	0.00 												
5.4000	-0.0010	26.6840	-7.1003	295.3890	-5.7340	-1.1702	0.00 												
5.4180	0.0009	24.7610	-7.6856	313.2030	5.2470	-0.2210	0.00 												
5.3970	-0.0013	24.0390	-8.3153	304.1740	-10.3710	-0.6614	0.00 												
5.3930	-0.0015	22.8850	-8.0052	299.6590	4.2700	-0.8540	0.00 												
5.4180	0.0011	22.1160	-7.9941	309.6640	-3.5390	-0.3111	0.00 												
5.4140	0.0006	21.1060	-8.4210	308.0780	3.9040	-0.3748	0.00 												
5.3980	-0.0011	19.6630	-9.4765	315.8870	16.2280	0.0344	0.00 												
5.4350	0.0027	18.0280	-9.2588	295.3890	-14.2750	-0.9923	0.00 												
5.4340	0.0024	18.3160	-8.8134	295.5110	-12.5670	-0.9365	0.00 												
5.4140	0.0001	16.5850	-8.4947	282.9440	-32.9430	-1.5181	0.00 												
